partsNum,partsBrandName,productId,pictureUrl
LPW100180,MG,2221294198199894016,https://parts-images.cassmall.com/roewe_demo/7b2c88f0c265489d85d69aab65e4cf80.png?version=1&imageNo=2&top=1227&left=992&bottom=1269&right=1027
10073599,MG,2221294198078259200,https://parts-images.cassmall.com/roewe_demo/7b2c88f0c265489d85d69aab65e4cf80.png?version=1&imageNo=2&top=1227&left=992&bottom=1269&right=1027
30025813,MG,2221294186145513472,https://parts-images.cassmall.com/roewe_demo/b128ea3eb4ea46a399378750065d5cc7.png?version=1&imageNo=2&top=694&left=1348&bottom=735&right=1383
10276597,MG,2221294198875226112,https://parts-images.cassmall.com/roewe_demo/1ddb9ded52004448a2c74dc3cc2d5049.png?version=1&imageNo=2&top=1490&left=946&bottom=1531&right=981
10604737,MG,2221294201995788288,https://parts-images.cassmall.com/roewe_demo/5a9f6a2be1b94902a2d1b68c78719cd0.png?version=1&imageNo=11&top=1603&left=881&bottom=1645&right=916
10334315,MG,2221294203497349120,https://parts-images.cassmall.com/roewe_demo/a3c47450cb80479b971bb6d092f63699.png?version=1&imageNo=2&top=680&left=1185&bottom=722&right=1220
10502976,MG,2221294204831137792,https://parts-images.cassmall.com/roewe_demo/2d5553c0b5d64c2dba7c0215370c49ac.png?version=1&imageNo=2&top=1012&left=1251&bottom=1054&right=1286
10674100,MG,2221294205128933376,https://parts-images.cassmall.com/roewe_demo/22e1268e84504e7594449fb0afa8dc9c.png?version=1&imageNo=13&top=599&left=670&bottom=641&right=705
10487777,MG,2221294205275684864,https://parts-images.cassmall.com/roewe_demo/eb518ebafa454b4c9ec005ec4706ed22.png?version=1&imageNo=8&top=453&left=1269&bottom=495&right=1304
10031849,MG,2221294200603230208,https://parts-images.cassmall.com/roewe_demo/877e1f30b90c4185bfbe7b2b84a58ab3.png?version=1&imageNo=11&top=1025&left=1277&bottom=1067&right=1312
10365251,MG,2221294205250568192,https://parts-images.cassmall.com/roewe_demo/89d50bf519f24321963421eb263e68d5.png?version=1&imageNo=3&top=1191&left=1320&bottom=1233&right=1355
50016901,MG,2221294199391125504,https://parts-images.cassmall.com/roewe_demo/b128ea3eb4ea46a399378750065d5cc7.png?version=1&imageNo=2&top=694&left=1348&bottom=735&right=1383
